112 112
53,7
7,53
53,18
18,53
53,28
28,53
53,33
33,53
53,46
46,53
53,51
51,53
54,19
19,54
54,51
51,54
55,3
3,55
55,18
18,55
55,19
19,55
55,28
28,55
55,35
35,55
55,51
51,55
55,52
52,55
55,54
54,55
56,7
7,56
56,37
37,56
57,27
27,57
57,41
41,57
57,43
43,57
57,53
53,57
58,38
38,58
58,52
52,58
59,30
30,59
59,38
38,59
60,10
10,60
60,15
15,60
60,24
24,60
60,26
26,60
60,38
38,60
60,44
44,60
60,50
50,60
60,52
52,60
61,10
10,61
61,19
19,61
62,10
10,62
63,10
10,63
64,12
12,64
64,28
28,64
64,44
44,64
65,64
64,65
66,18
18,66
66,60
60,66
66,64
64,66
67,3
3,67
67,18
18,67
67,44
44,67
67,52
52,67
68,18
18,68
68,52
52,68
69,15
15,69
69,17
17,69
69,25
25,69
69,27
27,69
69,28
28,69
69,50
50,69
69,52
52,69
69,55
55,69
70,12
12,70
70,24
24,70
71,8
8,71
71,18
18,71
71,33
33,71
71,44
44,71
71,55
55,71
71,56
56,71
71,60
60,71
71,69
69,71
72,15
15,72
72,36
36,72
72,60
60,72
72,61
61,72
72,63
63,72
73,18
18,73
73,38
38,73
73,55
55,73
73,60
60,73
73,67
67,73
74,3
3,74
74,46
46,74
74,54
54,74
74,69
69,74
74,72
72,74
75,30
30,75
76,8
8,76
76,16
16,76
76,25
25,76
76,55
55,76
76,58
58,76
76,67
67,76
76,69
69,76
76,71
71,76
77,16
16,77
77,25
25,77
77,28
28,77
77,34
34,77
77,49
49,77
77,61
61,77
77,68
68,77
77,74
74,77
77,76
76,77
78,18
18,78
78,26
26,78
78,76
76,78
79,51
51,79
79,55
55,79
80,16
16,80
80,21
21,80
80,27
27,80
80,28
28,80
80,30
30,80
80,31
31,80
80,32
32,80
80,43
43,80
80,79
79,80
81,18
18,81
81,27
27,81
81,28
28,81
81,44
44,81
81,73
73,81
81,77
77,81
82,44
44,82
82,80
80,82
82,81
81,82
83,18
18,83
84,3
3,84
84,18
18,84
84,44
44,84
84,80
80,84
85,18
18,85
85,31
31,85
85,34
34,85
85,66
66,85
85,69
69,85
86,4
4,86
86,18
18,86
87,18
18,87
87,32
32,87
88,8
8,88
88,13
13,88
88,18
18,88
88,25
25,88
88,28
28,88
88,37
37,88
88,66
66,88
88,68
68,88
88,71
71,88
88,84
84,88
89,13
13,89
89,16
16,89
89,18
18,89
89,26
26,89
89,49
49,89
90,5
5,90
90,10
10,90
90,18
18,90
90,29
29,90
90,54
54,90
91,43
43,91
92,2
2,92
93,29
29,93
93,31
31,93
93,77
77,93
93,90
90,93
94,3
3,94
94,18
18,94
95,21
21,95
95,23
23,95
95,82
82,95
96,93
93,96
97,28
28,97
97,93
93,97
98,3
3,98
99,3
3,99
99,12
12,99
99,18
18,99
99,44
44,99
99,82
82,99
100,44
44,100
100,90
90,100
101,33
33,101
101,44
44,101
102,52
52,102
102,61
61,102
103,2
2,103
103,3
3,103
103,13
13,103
103,14
14,103
103,18
18,103
103,45
45,103
103,51
51,103
103,54
54,103
103,67
67,103
103,71
71,103
104,18
18,104
104,25
25,104
104,28
28,104
104,32
32,104
104,38
38,104
104,40
40,104
104,66
66,104
104,74
74,104
105,3
3,105
105,12
12,105
105,13
13,105
105,16
16,105
105,18
18,105
105,25
25,105
105,26
26,105
105,27
27,105
105,32
32,105
105,34
34,105
105,36
36,105
105,39
39,105
105,47
47,105
105,49
49,105
105,51
51,105
105,60
60,105
105,62
62,105
105,82
82,105
105,85
85,105
105,104
104,105
106,3
3,106
106,15
15,106
106,24
24,106
106,71
71,106
106,73
73,106
106,105
105,106
107,8
8,107
107,52
52,107
107,77
77,107
107,81
81,107
107,89
89,107
107,97
97,107
108,34
34,108
108,35
35,108
109,21
21,109
109,25
25,109
109,32
32,109
109,106
106,109
110,80
80,110
111,80
80,111
111,101
101,111
112,3
3,112
